Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,6,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,2,1.0,0.0
10,10,10,0,1,1.0,0.0
11,11,11,0,1,1.0,0.0
12,12,12,0,1,1.0,0.0
13,13,13,0,1,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,3,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,6,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,4,1.0,0.0
25,25,25,0,4,1.0,0.0
26,26,26,0,2,1.0,0.0
27,27,27,0,2,1.0,0.0
28,28,28,1,6,2.0,1.0
29,29,29,1,5,2.0,1.0
30,30,30,3,1,2.3333333333333335,2.0
31,31,31,3,3,2.0,1.0
32,32,32,2,5,2.0,1.0
33,33,33,1,4,2.0,1.0
34,34,34,4,3,2.5,2.0
35,35,35,1,2,2.0,1.0
36,36,36,2,1,3.0,2.0
37,37,37,4,7,2.5,1.0
38,38,38,2,1,2.75,2.0
39,39,39,1,2,2.0,1.0
40,40,40,6,2,2.888888888888889,3.0
41,41,41,1,3,2.0,1.0
42,42,42,1,2,2.0,1.0
43,43,43,3,1,2.3333333333333335,2.0
44,44,44,3,1,3.166666666666667,3.0
45,45,45,2,1,2.75,2.0
46,46,46,3,1,2.0,1.0
47,47,47,1,2,2.0,1.0
48,48,48,2,2,3.0,2.0
49,49,49,6,2,2.3333333333333335,2.0
50,50,50,1,2,4.0,3.0
51,51,51,3,4,4.5,4.0
52,52,52,4,4,4.3,5.0
53,53,53,2,4,2.6666666666666665,2.0
54,54,54,2,5,2.0,1.0
55,55,55,4,2,4.4,5.0
56,56,56,5,2,4.416666666666666,4.0
57,57,57,5,1,2.4,2.0
58,58,58,2,1,2.0,1.0
59,59,59,1,1,3.0,2.0
60,60,60,1,1,3.0,2.0
61,61,61,5,2,3.75,6.0
62,62,62,13,2,3.4871794871794872,3.0
63,63,63,1,2,3.0,2.0
64,64,64,3,2,4.1,6.0
65,65,65,10,2,4.416666666666666,5.0
66,66,66,4,2,2.5,1.0
67,67,67,10,1,4.485148514851485,4.0
68,68,68,5,1,4.166666666666666,3.0
69,69,69,2,0,2.75,2.0
70,70,70,2,0,3.4,3.0
71,71,71,3,0,3.583333333333333,3.0
72,72,72,12,0,2.5625,2.0
73,73,73,1,0,5.0,5.0
74,74,74,1,0,2.0,1.0
75,75,75,8,0,2.8333333333333335,3.0
76,76,76,10,0,3.1904761904761907,4.0
77,77,77,2,0,3.0,2.0
