Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,4,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,3,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,8,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,2,1.0,0.0
13,13,13,0,2,1.0,0.0
14,14,14,0,3,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,1,9,2.0,1.0
21,21,21,1,8,2.0,1.0
22,22,22,1,7,2.0,1.0
23,23,23,1,6,2.0,1.0
24,24,24,1,8,2.0,1.0
25,25,25,1,9,2.0,1.0
26,26,26,2,5,2.0,1.0
27,27,27,2,4,2.0,1.0
28,28,28,6,4,2.8333333333333335,2.0
29,29,29,3,1,3.0,2.0
30,30,30,1,2,2.0,1.0
31,31,31,1,1,2.0,1.0
32,32,32,1,2,2.0,1.0
33,33,33,3,2,2.0,1.0
34,34,34,2,2,2.5,2.0
35,35,35,1,2,3.0,2.0
36,36,36,3,3,3.0,2.0
37,37,37,5,3,2.8,2.0
38,38,38,2,2,3.0,2.0
39,39,39,3,2,2.0,1.0
40,40,40,2,3,3.0,2.0
41,41,41,1,3,2.0,1.0
42,42,42,2,3,3.0,2.0
43,43,43,1,5,2.0,1.0
44,44,44,4,3,3.0,2.0
45,45,45,3,3,2.0,1.0
46,46,46,5,2,3.5384615384615383,3.0
47,47,47,1,1,2.0,1.0
48,48,48,3,2,3.6,3.0
49,49,49,6,2,3.9130434782608696,3.0
50,50,50,2,2,4.25,4.0
51,51,51,2,2,3.4,3.0
52,52,52,5,1,4.53125,4.0
53,53,53,1,1,2.0,1.0
54,54,54,8,3,3.5294117647058822,3.0
55,55,55,1,4,3.0,2.0
56,56,56,5,3,3.0,2.0
57,57,57,10,3,3.1333333333333333,2.0
58,58,58,6,3,3.25,3.0
59,59,59,7,3,2.857142857142857,2.0
60,60,60,1,3,2.0,1.0
61,61,61,10,2,3.1764705882352944,3.0
62,62,62,4,2,4.0,3.0
63,63,63,1,2,4.0,3.0
64,64,64,7,2,2.0,1.0
65,65,65,19,3,4.070866141732283,5.0
66,66,66,7,3,3.466666666666667,3.0
67,67,67,5,2,2.8,2.0
68,68,68,4,2,3.2,3.0
69,69,69,9,2,4.344086021505376,4.0
70,70,70,4,1,2.8333333333333335,2.0
71,71,71,3,1,4.083333333333334,4.0
72,72,72,8,1,4.54,4.0
73,73,73,3,1,3.166666666666667,3.0
74,74,74,4,0,3.142857142857143,3.0
75,75,75,9,0,3.7333333333333334,3.0
76,76,76,4,0,4.0,3.0
77,77,77,4,0,3.25,3.0
78,78,78,6,0,4.081967213114754,6.0
79,79,79,2,0,2.0,1.0
