Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,2,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,6,1.0,0.0
5,5,5,0,7,1.0,0.0
6,6,6,0,7,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,2,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,7,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,8,1.0,0.0
14,14,14,0,7,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,2,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,6,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,4,1.0,0.0
23,23,23,0,4,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,2,3,2.0,1.0
26,26,26,1,5,3.0,2.0
27,27,27,4,5,2.0,1.0
28,28,28,3,7,2.0,1.0
29,29,29,1,7,3.0,2.0
30,30,30,1,7,2.0,1.0
31,31,31,1,8,2.0,1.0
32,32,32,1,10,2.0,1.0
33,33,33,1,8,2.0,1.0
34,34,34,1,8,3.0,2.0
35,35,35,7,7,2.875,3.0
36,36,36,1,7,3.0,2.0
37,37,37,6,6,2.0,1.0
38,38,38,3,6,3.7272727272727275,3.0
39,39,39,18,5,3.671875,2.0
40,40,40,4,5,3.5,3.0
41,41,41,1,4,3.0,2.0
42,42,42,3,3,4.0,3.0
43,43,43,5,2,4.117647058823529,4.0
44,44,44,6,3,3.8139534883720927,3.0
45,45,45,5,6,2.8333333333333335,3.0
46,46,46,3,6,3.75,3.0
47,47,47,7,7,4.12,3.0
48,48,48,8,5,3.2666666666666666,2.0
49,49,49,1,5,3.0,2.0
50,50,50,9,4,3.125,2.0
51,51,51,2,3,4.0,3.0
52,52,52,4,0,2.0,1.0
53,53,53,3,2,2.0,1.0
54,54,54,2,2,4.0,3.0
55,55,55,10,7,3.071428571428571,2.0
56,56,56,1,4,4.466666666666667,4.0
57,57,57,4,4,4.0,4.0
58,58,58,9,5,4.609999999999999,4.0
59,59,59,8,5,4.424657534246576,4.0
60,60,60,4,4,4.258064516129032,4.0
61,61,61,3,4,3.142857142857143,3.0
62,62,62,15,2,3.0,2.0
63,63,63,13,2,4.357142857142858,3.0
64,64,64,15,2,4.300970873786408,3.0
65,65,65,15,2,3.55,2.0
66,66,66,1,1,3.625,3.0
67,67,67,3,2,2.0,1.0
68,68,68,4,2,4.258064516129032,4.0
69,69,69,2,2,4.333333333333334,3.0
70,70,70,3,2,2.0,1.0
71,71,71,11,2,4.4485294117647065,3.0
72,72,72,3,2,4.75,4.0
73,73,73,9,2,3.7924528301886795,3.0
74,74,74,6,2,4.597402597402597,4.0
75,75,75,23,2,3.5733333333333333,2.0
76,76,76,4,1,4.0,4.0
77,77,77,9,0,4.211267605633803,3.0
78,78,78,6,0,4.362637362637363,4.0
79,79,79,14,0,4.366279069767442,3.0
80,80,80,5,0,4.578125,4.0
