Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,5,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,7,1.0,0.0
7,7,7,0,10,1.0,0.0
8,8,8,0,9,1.0,0.0
9,9,9,0,8,1.0,0.0
10,10,10,0,8,1.0,0.0
11,11,11,0,8,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,1,1.0,0.0
17,17,17,0,2,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,2,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,1,4,2.0,1.0
22,22,22,1,10,3.0,2.0
23,23,23,1,11,2.0,1.0
24,24,24,1,12,2.0,1.0
25,25,25,2,10,3.0,3.0
26,26,26,2,9,3.666666666666667,4.0
27,27,27,2,9,3.666666666666667,4.0
28,28,28,1,8,2.0,1.0
29,29,29,1,8,3.0,2.0
30,30,30,2,8,3.0,2.0
31,31,31,5,4,3.7777777777777777,5.0
32,32,32,4,7,3.4,3.0
33,33,33,1,7,2.0,1.0
34,34,34,4,8,3.2,3.0
35,35,35,2,6,4.0,5.0
36,36,36,5,6,4.2,5.0
37,37,37,5,5,4.071428571428571,5.0
38,38,38,3,6,3.0,2.0
39,39,39,2,6,4.0,4.0
40,40,40,5,7,4.277777777777778,5.0
41,41,41,3,6,4.25,6.0
42,42,42,6,6,3.5555555555555554,3.0
43,43,43,3,6,3.5,3.0
44,44,44,2,7,4.0,5.0
45,45,45,7,8,3.75,4.0
46,46,46,2,6,2.5,2.0
47,47,47,3,6,3.333333333333333,2.0
48,48,48,3,3,3.5,3.0
49,49,49,2,3,3.5,2.0
50,50,50,9,2,3.642857142857143,3.0
51,51,51,8,1,3.6923076923076925,3.0
52,52,52,5,2,3.166666666666667,3.0
53,53,53,7,2,2.4285714285714284,1.0
54,54,54,11,2,4.4363636363636365,3.0
55,55,55,7,1,2.4285714285714284,1.0
56,56,56,2,2,4.0,6.0
57,57,57,23,2,4.222222222222222,3.0
58,58,58,3,2,4.6,5.0
59,59,59,1,2,2.0,1.0
60,60,60,12,2,3.1333333333333333,2.0
61,61,61,10,2,4.416666666666666,3.0
62,62,62,5,1,4.2,5.0
63,63,63,19,1,4.3125,3.0
64,64,64,1,1,3.833333333333333,5.0
65,65,65,7,1,3.896551724137931,4.0
66,66,66,4,2,3.6363636363636367,3.0
67,67,67,1,2,4.0,3.0
68,68,68,4,2,3.7142857142857144,4.0
69,69,69,3,2,3.55,4.0
70,70,70,3,2,4.3478260869565215,4.0
71,71,71,6,2,4.569230769230769,4.0
72,72,72,18,2,3.833333333333333,2.0
73,73,73,1,2,5.0,6.0
74,74,74,6,1,3.619047619047619,3.0
75,75,75,1,0,2.0,1.0
76,76,76,22,1,4.333333333333334,3.0
77,77,77,33,1,4.171428571428571,3.0
78,78,78,14,1,3.55,2.0
79,79,79,8,1,4.365853658536585,3.0
80,80,80,1,1,3.833333333333333,5.0
81,81,81,5,0,3.872727272727273,4.0
82,82,82,3,0,4.15,4.0
