Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,4,1.0,0.0
2,2,2,0,5,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,2,1.0,0.0
7,7,7,0,2,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,7,1.0,0.0
11,11,11,0,6,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,12,1.0,0.0
14,14,14,0,12,1.0,0.0
15,15,15,0,2,1.0,0.0
16,16,16,0,5,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,5,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,3,1.0,0.0
21,21,21,0,4,1.0,0.0
22,22,22,0,4,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,0,1,1.0,0.0
26,26,26,1,3,2.0,1.0
27,27,27,1,3,2.0,1.0
28,28,28,1,4,2.0,1.0
29,29,29,2,9,2.0,1.0
30,30,30,2,10,2.0,1.0
31,31,31,4,8,2.0,1.0
32,32,32,5,9,3.25,2.0
33,33,33,3,8,3.0,2.0
34,34,34,2,6,2.0,1.0
35,35,35,1,5,3.0,2.0
36,36,36,1,7,3.0,2.0
37,37,37,4,6,2.0,1.0
38,38,38,2,6,2.0,1.0
39,39,39,7,6,3.263157894736842,3.0
40,40,40,1,4,4.0,3.0
41,41,41,5,5,2.571428571428571,2.0
42,42,42,1,4,2.0,1.0
43,43,43,11,4,3.12,3.0
44,44,44,2,6,3.0,2.0
45,45,45,5,6,3.375,3.0
46,46,46,2,4,4.090909090909091,4.0
47,47,47,7,3,3.3,3.0
48,48,48,4,6,3.666666666666667,4.0
49,49,49,3,4,4.166666666666666,4.0
50,50,50,1,3,4.5,5.0
51,51,51,2,2,3.8,3.0
52,52,52,9,1,2.3333333333333335,2.0
53,53,53,2,1,3.857142857142857,3.0
54,54,54,6,1,3.333333333333333,3.0
55,55,55,1,1,2.0,1.0
56,56,56,7,2,2.4444444444444446,2.0
57,57,57,5,2,3.6842105263157894,4.0
58,58,58,13,2,4.1625,3.0
59,59,59,9,0,4.0,3.0
60,60,60,1,1,2.0,1.0
61,61,61,5,5,3.6842105263157894,4.0
62,62,62,4,5,2.6666666666666665,2.0
63,63,63,5,5,4.272727272727273,4.0
64,64,64,1,4,3.0,2.0
65,65,65,10,4,4.482758620689655,4.0
66,66,66,3,4,2.0,1.0
67,67,67,1,6,4.5,5.0
68,68,68,9,5,4.492753623188406,4.0
69,69,69,4,4,4.3125,4.0
70,70,70,4,5,2.4,1.0
71,71,71,5,5,4.822222222222223,4.0
72,72,72,5,3,4.8088235294117645,5.0
73,73,73,12,2,4.65891472868217,4.0
74,74,74,2,2,2.0,1.0
75,75,75,9,2,4.0,3.0
76,76,76,3,2,2.5,2.0
77,77,77,15,2,3.395348837209302,2.0
78,78,78,7,2,2.4444444444444446,2.0
79,79,79,9,1,4.378640776699029,3.0
80,80,80,4,1,4.146341463414634,4.0
81,81,81,14,1,4.540322580645162,4.0
82,82,82,14,1,4.389830508474576,3.0
83,83,83,7,1,4.682539682539682,4.0
84,84,84,23,1,4.374592833876221,3.0
85,85,85,13,1,3.7115384615384617,3.0
86,86,86,8,1,3.2727272727272725,3.0
87,87,87,5,0,3.6842105263157894,4.0
