Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,2,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,7,1.0,0.0
7,7,7,0,6,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,6,1.0,0.0
10,10,10,0,3,1.0,0.0
11,11,11,0,4,1.0,0.0
12,12,12,0,3,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,3,1.0,0.0
15,15,15,0,2,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,1,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,1,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,0,2,1.0,0.0
26,26,26,1,6,2.0,1.0
27,27,27,3,6,3.0,2.0
28,28,28,1,6,2.0,1.0
29,29,29,1,3,2.0,1.0
30,30,30,3,3,3.0,2.0
31,31,31,1,3,2.0,1.0
32,32,32,2,4,3.5,2.0
33,33,33,2,3,2.5,2.0
34,34,34,1,5,2.0,1.0
35,35,35,1,4,2.0,1.0
36,36,36,2,3,2.0,1.0
37,37,37,4,2,2.8,2.0
38,38,38,3,2,2.6666666666666665,2.0
39,39,39,4,3,2.0,1.0
40,40,40,2,5,2.8,2.0
41,41,41,2,6,2.0,1.0
42,42,42,5,2,4.413793103448276,3.0
43,43,43,10,2,3.333333333333333,2.0
44,44,44,4,3,4.464285714285714,3.0
45,45,45,1,3,3.8,3.0
46,46,46,1,3,2.0,1.0
47,47,47,5,4,2.6666666666666665,2.0
48,48,48,1,3,4.0,3.0
49,49,49,2,2,2.6666666666666665,2.0
50,50,50,8,2,2.888888888888889,2.0
51,51,51,1,1,3.8,3.0
52,52,52,4,1,3.4444444444444446,3.0
53,53,53,7,3,2.625,2.0
54,54,54,3,0,3.7272727272727275,3.0
55,55,55,3,1,3.0,3.0
56,56,56,3,1,3.333333333333333,3.0
57,57,57,2,1,2.6666666666666665,2.0
58,58,58,4,3,4.0625,4.0
59,59,59,2,3,3.142857142857143,3.0
60,60,60,1,3,4.0,4.0
61,61,61,2,3,2.6666666666666665,2.0
62,62,62,1,1,3.333333333333333,3.0
63,63,63,12,2,3.2592592592592595,2.0
64,64,64,8,0,2.5555555555555554,2.0
65,65,65,1,0,3.7,3.0
66,66,66,2,2,3.333333333333333,3.0
67,67,67,3,2,4.5,4.0
68,68,68,2,3,2.6666666666666665,2.0
69,69,69,4,2,3.947368421052632,4.0
70,70,70,3,1,3.375,3.0
71,71,71,7,1,3.0,2.0
72,72,72,3,1,4.3076923076923075,4.0
73,73,73,3,1,4.388888888888889,5.0
74,74,74,2,1,3.142857142857143,3.0
75,75,75,1,1,2.0,1.0
76,76,76,5,1,3.7142857142857144,3.0
77,77,77,13,1,4.5131578947368425,4.0
78,78,78,5,2,4.304347826086957,5.0
79,79,79,7,2,5.277777777777778,5.0
80,80,80,4,2,5.476190476190476,6.0
81,81,81,4,1,4.333333333333334,4.0
82,82,82,5,1,4.304347826086957,5.0
83,83,83,3,1,4.371428571428572,5.0
84,84,84,10,0,2.75,2.0
