Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,2,1.0,0.0
5,5,5,0,2,1.0,0.0
6,6,6,0,3,1.0,0.0
7,7,7,0,2,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,2,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,6,1.0,0.0
12,12,12,0,3,1.0,0.0
13,13,13,0,4,1.0,0.0
14,14,14,0,3,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,5,1.0,0.0
17,17,17,0,6,1.0,0.0
18,18,18,0,6,1.0,0.0
19,19,19,0,7,1.0,0.0
20,20,20,0,7,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,0,3,1.0,0.0
24,24,24,0,3,1.0,0.0
25,25,25,0,4,1.0,0.0
26,26,26,0,1,1.0,0.0
27,27,27,0,1,1.0,0.0
28,28,28,0,2,1.0,0.0
29,29,29,0,2,1.0,0.0
30,30,30,0,2,1.0,0.0
31,31,31,0,3,1.0,0.0
32,32,32,1,4,2.0,1.0
33,33,33,1,3,2.0,1.0
34,34,34,2,3,2.5,2.0
35,35,35,1,2,2.0,1.0
36,36,36,7,6,2.0,1.0
37,37,37,1,6,2.0,1.0
38,38,38,4,6,2.8,3.0
39,39,39,1,5,2.0,1.0
40,40,40,4,6,3.1538461538461537,4.0
41,41,41,7,6,4.24,5.0
42,42,42,8,4,4.215686274509804,5.0
43,43,43,4,1,2.0,1.0
44,44,44,6,1,2.0,1.0
45,45,45,5,2,3.071428571428571,4.0
46,46,46,3,1,3.25,4.0
47,47,47,3,2,2.3333333333333335,2.0
48,48,48,1,3,2.0,1.0
49,49,49,1,2,3.333333333333333,3.0
50,50,50,5,4,3.5625,5.0
51,51,51,4,4,2.25,1.0
52,52,52,2,4,2.0,1.0
53,53,53,3,3,3.6,4.0
54,54,54,3,1,3.25,4.0
55,55,55,3,1,4.2,4.0
56,56,56,3,1,3.25,4.0
57,57,57,6,1,4.074074074074074,4.0
58,58,58,6,2,2.3333333333333335,1.0
59,59,59,8,2,3.0555555555555554,3.0
60,60,60,5,2,4.15625,5.0
61,61,61,2,2,2.5,2.0
62,62,62,8,2,3.8235294117647056,5.0
63,63,63,4,3,4.416666666666666,6.0
64,64,64,1,3,2.0,1.0
65,65,65,2,2,2.5,2.0
66,66,66,1,1,3.0,2.0
67,67,67,3,1,3.5555555555555554,3.0
68,68,68,1,3,3.0,2.0
69,69,69,5,4,4.153846153846153,4.0
70,70,70,3,4,3.0,3.0
71,71,71,7,4,4.666666666666666,6.0
72,72,72,7,1,4.0588235294117645,5.0
73,73,73,7,1,2.625,2.0
74,74,74,3,1,4.918367346938775,5.0
75,75,75,15,1,4.359999999999999,4.0
76,76,76,10,1,4.758241758241758,4.0
77,77,77,15,1,4.704000000000001,4.0
78,78,78,4,0,4.9,5.0
79,79,79,12,0,3.9866666666666664,4.0
80,80,80,1,0,5.411764705882353,7.0
