Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,2,1.0,0.0
7,7,7,0,3,1.0,0.0
8,8,8,0,1,1.0,0.0
9,9,9,0,2,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,3,1.0,0.0
12,12,12,0,3,1.0,0.0
13,13,13,0,3,1.0,0.0
14,14,14,0,2,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,6,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,5,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,1,3,2.0,1.0
26,26,26,1,4,2.0,1.0
27,27,27,2,1,2.5,2.0
28,28,28,1,1,3.0,2.0
29,29,29,1,2,2.0,1.0
30,30,30,1,1,2.0,1.0
31,31,31,1,4,2.0,1.0
32,32,32,6,5,2.7777777777777777,2.0
33,33,33,2,4,2.5,2.0
34,34,34,2,2,2.5,2.0
35,35,35,2,2,2.0,1.0
36,36,36,3,2,2.0,1.0
37,37,37,4,3,3.125,3.0
38,38,38,1,3,3.0,2.0
39,39,39,5,3,3.1,3.0
40,40,40,1,4,2.0,1.0
41,41,41,2,3,2.5,2.0
42,42,42,5,3,3.0,3.0
43,43,43,12,6,4.288135593220339,4.0
44,44,44,4,7,4.694444444444445,5.0
45,45,45,1,6,4.142857142857142,4.0
46,46,46,1,1,2.0,1.0
47,47,47,4,2,3.0,3.0
48,48,48,2,5,3.0,2.0
49,49,49,4,5,4.125,4.0
50,50,50,7,1,2.2857142857142856,1.0
51,51,51,2,1,2.0,1.0
52,52,52,2,1,2.5,2.0
53,53,53,2,0,2.0,1.0
54,54,54,2,1,5.142857142857142,5.0
55,55,55,3,0,2.3333333333333335,2.0
56,56,56,3,0,4.0,3.0
57,57,57,1,0,2.0,1.0
58,58,58,3,1,2.3333333333333335,2.0
59,59,59,2,1,4.454545454545455,5.0
60,60,60,1,1,3.5,3.0
61,61,61,4,1,4.694444444444445,5.0
62,62,62,1,1,5.714285714285714,6.0
63,63,63,13,0,3.185185185185185,3.0
64,64,64,6,0,5.4523809523809526,5.0
65,65,65,2,0,4.454545454545455,5.0
66,66,66,7,0,3.821428571428571,4.0
67,67,67,1,0,4.142857142857142,4.0
68,68,68,4,1,3.6363636363636367,4.0
69,69,69,1,1,3.0,2.0
70,70,70,2,1,2.0,1.0
71,71,71,3,1,4.266666666666667,4.0
72,72,72,3,2,4.586206896551724,5.0
73,73,73,14,2,4.213114754098361,4.0
74,74,74,2,1,4.586206896551724,5.0
75,75,75,2,0,5.142857142857142,5.0
76,76,76,8,0,4.597014925373134,5.0
