Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,4,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,2,1.0,0.0
6,6,6,0,3,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,7,1.0,0.0
11,11,11,0,7,1.0,0.0
12,12,12,0,1,1.0,0.0
13,13,13,0,1,1.0,0.0
14,14,14,0,3,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,1,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,1,5,2.0,1.0
20,20,20,2,5,2.0,1.0
21,21,21,1,4,3.0,2.0
22,22,22,1,4,3.0,2.0
23,23,23,2,4,4.5,3.0
24,24,24,3,3,2.0,1.0
25,25,25,1,6,2.0,1.0
26,26,26,2,3,2.75,2.0
27,27,27,1,5,2.0,1.0
28,28,28,3,7,2.3333333333333335,2.0
29,29,29,5,7,3.3076923076923075,3.0
30,30,30,3,7,2.3333333333333335,2.0
31,31,31,3,4,3.4,2.0
32,32,32,2,1,2.0,1.0
33,33,33,5,2,3.6923076923076925,3.0
34,34,34,3,2,2.75,2.0
35,35,35,2,4,3.0,2.0
36,36,36,1,2,3.0,2.0
37,37,37,6,2,3.2857142857142856,3.0
38,38,38,1,1,2.0,1.0
39,39,39,1,3,4.0,3.0
40,40,40,2,4,2.5,2.0
41,41,41,2,4,2.0,1.0
42,42,42,2,5,4.5,3.0
43,43,43,3,5,2.6,2.0
44,44,44,1,7,4.0,3.0
45,45,45,6,7,3.4,3.0
46,46,46,11,4,3.1818181818181817,3.0
47,47,47,2,2,3.5,4.0
48,48,48,4,4,3.958333333333333,3.0
49,49,49,1,4,2.0,1.0
50,50,50,6,6,3.4,3.0
51,51,51,3,5,3.333333333333333,3.0
52,52,52,2,5,2.5,2.0
53,53,53,3,4,4.071428571428571,4.0
54,54,54,9,2,4.145833333333334,4.0
55,55,55,5,2,4.185185185185185,4.0
56,56,56,1,2,3.8,4.0
57,57,57,2,2,3.5,4.0
58,58,58,10,2,4.554054054054054,4.0
59,59,59,5,2,3.142857142857143,4.0
60,60,60,7,2,3.2,3.0
61,61,61,6,1,3.4,3.0
62,62,62,13,1,3.84375,4.0
63,63,63,6,1,4.653061224489796,5.0
64,64,64,2,1,4.5,3.0
65,65,65,5,1,3.9375,3.0
66,66,66,4,1,4.359999999999999,4.0
67,67,67,2,1,4.333333333333334,4.0
68,68,68,3,1,3.4,2.0
69,69,69,8,1,2.8461538461538463,2.0
70,70,70,6,1,3.5555555555555554,4.0
71,71,71,1,1,4.7,5.0
72,72,72,11,2,4.190476190476191,3.0
73,73,73,3,2,4.210526315789474,4.0
74,74,74,3,2,3.833333333333333,4.0
75,75,75,2,2,4.5,3.0
76,76,76,3,2,4.071428571428571,4.0
77,77,77,1,2,4.0,3.0
78,78,78,8,2,4.537313432835822,4.0
79,79,79,1,2,4.0,3.0
80,80,80,11,2,4.677083333333334,4.0
81,81,81,19,3,4.739130434782609,4.0
82,82,82,2,1,4.368421052631579,5.0
83,83,83,2,1,3.9230769230769234,5.0
