Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,4,1.0,0.0
2,2,2,0,6,1.0,0.0
3,3,3,0,5,1.0,0.0
4,4,4,0,5,1.0,0.0
5,5,5,0,9,1.0,0.0
6,6,6,0,9,1.0,0.0
7,7,7,0,12,1.0,0.0
8,8,8,0,8,1.0,0.0
9,9,9,0,11,1.0,0.0
10,10,10,0,6,1.0,0.0
11,11,11,0,9,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,3,1.0,0.0
14,14,14,0,1,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,5,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,1,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,3,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,1,6,2.0,1.0
23,23,23,3,6,2.3333333333333335,2.0
24,24,24,5,12,3.166666666666667,3.0
25,25,25,3,12,2.3333333333333335,2.0
26,26,26,3,11,3.0,1.0
27,27,27,2,10,3.5,2.0
28,28,28,2,8,3.0,3.0
29,29,29,3,7,3.4,3.0
30,30,30,2,6,3.5555555555555554,3.0
31,31,31,3,6,3.0,2.0
32,32,32,3,8,2.8,3.0
33,33,33,5,6,3.166666666666667,3.0
34,34,34,1,2,2.0,1.0
35,35,35,12,1,3.6,4.0
36,36,36,4,4,3.571428571428571,4.0
37,37,37,5,4,3.769230769230769,4.0
38,38,38,3,5,4.894736842105264,5.0
39,39,39,1,5,2.0,1.0
40,40,40,3,3,3.4,3.0
41,41,41,2,5,2.5,2.0
42,42,42,5,5,3.166666666666667,3.0
43,43,43,4,5,2.75,1.0
44,44,44,4,1,3.4615384615384617,4.0
45,45,45,4,3,2.75,1.0
46,46,46,4,4,2.25,1.0
47,47,47,2,4,3.5,4.0
48,48,48,6,4,4.269230769230769,4.0
49,49,49,7,4,2.5555555555555554,2.0
50,50,50,4,3,3.4615384615384617,4.0
51,51,51,4,2,4.8,5.0
52,52,52,2,1,4.0,5.0
53,53,53,3,2,3.4,3.0
54,54,54,3,3,3.5,3.0
55,55,55,2,3,3.9333333333333336,4.0
56,56,56,7,3,3.125,3.0
57,57,57,3,3,3.4,3.0
58,58,58,9,4,3.8108108108108105,4.0
59,59,59,7,3,3.125,3.0
60,60,60,1,4,2.0,1.0
61,61,61,1,4,4.5,5.0
62,62,62,11,3,3.6176470588235294,4.0
63,63,63,9,3,4.067796610169491,5.0
64,64,64,13,3,3.611111111111111,4.0
65,65,65,2,3,2.5,2.0
66,66,66,5,1,3.5384615384615383,3.0
67,67,67,2,2,5.142857142857142,5.0
68,68,68,1,2,2.0,1.0
69,69,69,5,2,4.023809523809524,5.0
70,70,70,10,2,4.061538461538461,5.0
71,71,71,14,2,4.09375,3.0
72,72,72,5,2,4.363636363636363,3.0
73,73,73,9,2,3.666666666666667,4.0
74,74,74,9,1,4.057142857142857,4.0
75,75,75,12,0,3.74468085106383,4.0
76,76,76,4,0,3.6363636363636367,3.0
77,77,77,10,0,4.271428571428571,3.0
78,78,78,9,0,4.302083333333334,3.0
79,79,79,8,0,4.365853658536585,3.0
80,80,80,16,0,3.5121951219512195,3.0
81,81,81,14,0,4.223076923076923,3.0
82,82,82,4,0,2.25,1.0
83,83,83,16,0,3.4615384615384617,3.0
