Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,5,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,8,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,7,1.0,0.0
9,9,9,0,12,1.0,0.0
10,10,10,0,12,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,2,1.0,0.0
14,14,14,0,1,1.0,0.0
15,15,15,1,3,2.0,1.0
16,16,16,1,4,2.0,1.0
17,17,17,1,8,2.0,1.0
18,18,18,1,7,3.0,2.0
19,19,19,1,6,2.0,1.0
20,20,20,2,8,3.5,2.0
21,21,21,5,6,2.8,2.0
22,22,22,2,7,4.0,3.0
23,23,23,1,9,4.0,3.0
24,24,24,1,6,2.0,1.0
25,25,25,4,5,3.9,3.0
26,26,26,4,7,2.25,2.0
27,27,27,3,9,3.0,3.0
28,28,28,1,10,4.0,3.0
29,29,29,7,9,3.4615384615384617,3.0
30,30,30,5,7,3.25,4.0
31,31,31,1,9,5.0,4.0
32,32,32,3,7,3.916666666666667,4.0
33,33,33,2,5,4.444444444444445,5.0
34,34,34,2,5,2.0,1.0
35,35,35,12,5,2.6666666666666665,1.0
36,36,36,1,4,4.5,5.0
37,37,37,1,4,6.0,5.0
38,38,38,1,3,3.0,2.0
39,39,39,4,3,2.25,2.0
40,40,40,2,3,4.666666666666666,5.0
41,41,41,5,2,3.6470588235294117,3.0
42,42,42,2,4,2.0,1.0
43,43,43,5,4,2.8,2.0
44,44,44,3,4,4.470588235294118,5.0
45,45,45,2,4,4.444444444444445,5.0
46,46,46,1,4,2.0,1.0
47,47,47,7,4,4.4222222222222225,4.0
48,48,48,7,3,3.7727272727272725,3.0
49,49,49,4,3,4.636363636363637,5.0
50,50,50,11,4,3.2941176470588234,3.0
51,51,51,22,2,3.9571428571428573,2.0
52,52,52,3,2,4.0,3.0
53,53,53,3,2,3.0,4.0
54,54,54,3,2,2.0,1.0
55,55,55,4,2,2.75,3.0
56,56,56,13,2,4.168539325842697,3.0
57,57,57,6,1,4.241379310344827,4.0
58,58,58,3,1,3.0,4.0
59,59,59,1,1,2.0,1.0
60,60,60,5,1,4.206896551724138,4.0
61,61,61,2,1,4.133333333333333,4.0
62,62,62,4,1,4.785714285714286,5.0
63,63,63,4,1,3.75,3.0
64,64,64,4,1,3.75,3.0
65,65,65,9,0,3.6470588235294117,3.0
66,66,66,5,1,3.75,4.0
67,67,67,11,1,4.037037037037037,3.0
68,68,68,5,1,4.269230769230769,4.0
69,69,69,1,1,3.5,4.0
70,70,70,6,1,4.576923076923077,4.0
71,71,71,6,1,4.2631578947368425,4.0
72,72,72,1,1,5.25,6.0
73,73,73,3,1,4.125,4.0
74,74,74,6,1,4.956521739130435,5.0
75,75,75,14,0,3.3,3.0
76,76,76,2,0,4.333333333333334,5.0
77,77,77,10,0,4.705882352941177,4.0
78,78,78,9,0,4.615384615384615,4.0
79,79,79,14,0,3.953488372093023,3.0
80,80,80,7,0,4.527272727272727,4.0
