Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,4,1.0,0.0
2,2,2,0,8,1.0,0.0
3,3,3,0,5,1.0,0.0
4,4,4,0,7,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,6,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,3,1.0,0.0
10,10,10,0,5,1.0,0.0
11,11,11,0,4,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,5,1.0,0.0
14,14,14,0,3,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,6,1.0,0.0
20,20,20,0,3,1.0,0.0
21,21,21,1,6,2.0,1.0
22,22,22,4,7,2.8333333333333335,2.0
23,23,23,2,5,2.0,1.0
24,24,24,3,6,2.0,1.0
25,25,25,3,5,2.0,1.0
26,26,26,1,3,2.0,1.0
27,27,27,2,3,2.5,1.0
28,28,28,1,3,2.0,1.0
29,29,29,3,2,2.8,3.0
30,30,30,1,4,2.0,1.0
31,31,31,2,4,2.0,1.0
32,32,32,3,5,3.428571428571429,4.0
33,33,33,2,7,3.0,2.0
34,34,34,1,6,2.0,1.0
35,35,35,3,6,4.0,5.0
36,36,36,9,8,2.4545454545454546,1.0
37,37,37,1,5,2.0,1.0
38,38,38,8,5,2.6923076923076925,2.0
39,39,39,1,4,2.0,1.0
40,40,40,7,2,2.6666666666666665,2.0
41,41,41,1,3,3.0,2.0
42,42,42,2,4,3.0,2.0
43,43,43,4,4,4.0476190476190474,4.0
44,44,44,2,2,4.272727272727273,4.0
45,45,45,4,4,2.7142857142857144,2.0
46,46,46,4,3,2.5,2.0
47,47,47,3,3,2.0,1.0
48,48,48,5,4,3.75,3.0
49,49,49,15,7,2.8333333333333335,3.0
50,50,50,3,5,3.966666666666667,4.0
51,51,51,4,6,4.0476190476190474,4.0
52,52,52,10,6,3.8780487804878048,3.0
53,53,53,3,6,3.966666666666667,4.0
54,54,54,8,5,2.5,1.0
55,55,55,4,7,3.7333333333333334,4.0
56,56,56,13,7,4.081081081081081,3.0
57,57,57,9,6,2.4545454545454546,1.0
58,58,58,2,6,3.0,2.0
59,59,59,11,6,4.079710144927536,3.0
60,60,60,3,5,3.4,3.0
61,61,61,16,4,3.917808219178082,3.0
62,62,62,1,4,2.0,1.0
63,63,63,10,3,4.147540983606557,3.0
64,64,64,3,2,3.25,2.0
65,65,65,23,2,4.148,3.0
66,66,66,5,2,4.016129032258064,3.0
67,67,67,1,2,2.0,1.0
68,68,68,13,2,3.9047619047619047,4.0
69,69,69,3,2,4.365853658536585,3.0
70,70,70,4,2,2.8333333333333335,2.0
71,71,71,3,2,3.333333333333333,3.0
72,72,72,5,2,2.7142857142857144,2.0
73,73,73,16,1,4.160427807486631,3.0
74,74,74,9,1,4.3924050632911396,4.0
75,75,75,4,1,4.023255813953488,3.0
76,76,76,2,1,2.0,1.0
77,77,77,1,1,2.0,1.0
78,78,78,1,0,3.571428571428571,4.0
79,79,79,12,0,4.0814814814814815,3.0
80,80,80,6,0,4.351351351351351,4.0
81,81,81,9,0,4.183673469387755,4.0
82,82,82,7,0,4.032258064516129,3.0
