Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,6,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,5,1.0,0.0
5,5,5,0,7,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,7,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,8,1.0,0.0
10,10,10,0,8,1.0,0.0
11,11,11,0,7,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,4,1.0,0.0
14,14,14,0,1,1.0,0.0
15,15,15,0,1,1.0,0.0
16,16,16,0,3,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,2,6,2.0,1.0
24,24,24,1,5,2.0,1.0
25,25,25,1,6,3.0,2.0
26,26,26,1,5,2.0,1.0
27,27,27,2,7,2.5,1.0
28,28,28,1,7,2.0,1.0
29,29,29,1,9,2.0,1.0
30,30,30,4,8,3.0,3.0
31,31,31,6,6,3.2222222222222223,4.0
32,32,32,1,6,3.0,2.0
33,33,33,1,6,3.0,2.0
34,34,34,2,5,3.6,4.0
35,35,35,7,9,2.75,3.0
36,36,36,2,6,3.0,2.0
37,37,37,1,3,3.0,2.0
38,38,38,3,4,2.6666666666666665,2.0
39,39,39,4,4,2.6,2.0
40,40,40,7,3,2.75,3.0
41,41,41,2,3,3.0,2.0
42,42,42,3,3,3.25,4.0
43,43,43,1,4,2.0,1.0
44,44,44,6,4,2.4285714285714284,1.0
45,45,45,2,3,3.428571428571429,4.0
46,46,46,1,1,3.0,2.0
47,47,47,7,1,3.8235294117647056,4.0
48,48,48,3,2,3.833333333333333,3.0
49,49,49,5,2,2.8333333333333335,3.0
50,50,50,12,2,3.9846153846153847,3.0
51,51,51,1,3,4.0,3.0
52,52,52,5,3,3.2727272727272725,4.0
53,53,53,3,2,3.833333333333333,3.0
54,54,54,4,2,2.8,3.0
55,55,55,2,2,3.0,2.0
56,56,56,3,5,2.3333333333333335,2.0
57,57,57,1,2,2.0,1.0
58,58,58,15,2,3.925531914893617,3.0
59,59,59,16,1,3.666666666666667,3.0
60,60,60,2,3,2.6666666666666665,2.0
61,61,61,4,3,3.4444444444444446,3.0
62,62,62,3,2,3.7777777777777777,4.0
63,63,63,1,2,3.333333333333333,3.0
64,64,64,4,2,3.428571428571429,4.0
65,65,65,4,1,3.75,4.0
66,66,66,3,1,3.9375,4.0
67,67,67,3,1,3.5,4.0
68,68,68,6,1,2.4285714285714284,1.0
69,69,69,3,1,4.0,4.0
70,70,70,7,1,4.361111111111111,4.0
71,71,71,8,1,3.9714285714285715,3.0
72,72,72,1,1,3.666666666666667,4.0
73,73,73,7,0,3.7199999999999998,3.0
74,74,74,2,1,3.0,3.0
75,75,75,3,1,2.6666666666666665,2.0
76,76,76,9,1,3.791666666666667,4.0
77,77,77,12,1,3.7333333333333334,4.0
78,78,78,16,0,4.373831775700935,4.0
79,79,79,2,0,3.0,3.0
80,80,80,5,0,3.821428571428571,5.0
81,81,81,16,0,3.7755102040816326,3.0
82,82,82,7,0,3.7333333333333334,4.0
