Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,7,1.0,0.0
4,4,4,0,6,1.0,0.0
5,5,5,0,7,1.0,0.0
6,6,6,0,7,1.0,0.0
7,7,7,0,8,1.0,0.0
8,8,8,0,7,1.0,0.0
9,9,9,0,2,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,7,1.0,0.0
14,14,14,0,5,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,6,1.0,0.0
17,17,17,0,1,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,1,7,2.0,1.0
24,24,24,1,6,3.0,2.0
25,25,25,1,7,3.0,2.0
26,26,26,1,8,2.0,1.0
27,27,27,2,2,3.0,3.0
28,28,28,2,4,2.5,1.0
29,29,29,4,5,2.8333333333333335,2.0
30,30,30,7,6,2.7142857142857144,2.0
31,31,31,1,4,2.0,1.0
32,32,32,1,5,2.0,1.0
33,33,33,1,8,3.0,2.0
34,34,34,2,7,2.0,1.0
35,35,35,3,8,3.0,3.0
36,36,36,5,6,2.6,2.0
37,37,37,2,5,3.6,4.0
38,38,38,1,4,3.0,2.0
39,39,39,4,2,3.0,3.0
40,40,40,4,2,3.428571428571429,3.0
41,41,41,3,2,2.3333333333333335,1.0
42,42,42,8,2,2.7777777777777777,2.0
43,43,43,4,2,3.8181818181818183,4.0
44,44,44,1,1,2.0,1.0
45,45,45,1,1,2.0,1.0
46,46,46,1,1,2.0,1.0
47,47,47,3,1,2.857142857142857,3.0
48,48,48,8,2,2.7777777777777777,2.0
49,49,49,2,3,3.0,3.0
50,50,50,2,3,3.6,4.0
51,51,51,2,3,3.5,3.0
52,52,52,3,1,3.3,3.0
53,53,53,7,1,3.6470588235294117,3.0
54,54,54,11,1,3.428571428571429,3.0
55,55,55,11,2,2.8823529411764706,2.0
56,56,56,3,2,3.8,4.0
57,57,57,1,2,4.0,3.0
58,58,58,6,2,3.8666666666666667,3.0
59,59,59,4,2,4.2,4.0
60,60,60,7,2,3.76,3.0
61,61,61,3,2,4.25,4.0
62,62,62,1,2,3.0,2.0
63,63,63,8,2,2.625,2.0
64,64,64,6,2,3.90625,4.0
65,65,65,9,2,2.6666666666666665,2.0
66,66,66,6,2,2.9166666666666665,2.0
67,67,67,6,2,3.25,3.0
68,68,68,13,2,3.861111111111111,3.0
69,69,69,14,2,3.795918367346939,3.0
70,70,70,12,2,2.5,1.0
71,71,71,18,0,3.9733333333333336,3.0
72,72,72,14,0,3.0,2.0
73,73,73,3,0,4.5,4.0
74,74,74,2,0,3.0,3.0
