Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,5,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,3,1.0,0.0
7,7,7,0,3,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,6,1.0,0.0
10,10,10,0,10,1.0,0.0
11,11,11,0,6,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,5,1.0,0.0
14,14,14,0,3,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,6,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,0,3,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,3,1.0,0.0
24,24,24,0,2,1.0,0.0
25,25,25,0,1,1.0,0.0
26,26,26,1,5,2.0,1.0
27,27,27,1,5,2.0,1.0
28,28,28,4,7,2.25,1.0
29,29,29,2,8,2.5,2.0
30,30,30,5,5,2.571428571428571,2.0
31,31,31,3,3,2.3333333333333335,2.0
32,32,32,3,4,2.75,3.0
33,33,33,2,3,3.375,3.0
34,34,34,2,3,2.0,1.0
35,35,35,3,4,2.3333333333333335,2.0
36,36,36,3,4,3.5,3.0
37,37,37,1,4,2.0,1.0
38,38,38,6,3,3.1818181818181817,3.0
39,39,39,8,4,3.0,3.0
40,40,40,2,4,2.0,1.0
41,41,41,2,4,3.0,3.0
42,42,42,1,5,3.333333333333333,3.0
43,43,43,2,1,2.0,1.0
44,44,44,4,1,2.857142857142857,3.0
45,45,45,1,0,3.75,4.0
46,46,46,1,1,3.0,2.0
47,47,47,6,1,2.1666666666666665,2.0
48,48,48,1,1,2.0,1.0
49,49,49,5,1,2.75,3.0
50,50,50,15,2,3.612244897959184,4.0
51,51,51,2,3,2.5,2.0
52,52,52,1,2,3.75,4.0
53,53,53,7,0,3.72972972972973,4.0
54,54,54,1,0,2.0,1.0
55,55,55,1,3,3.7142857142857144,4.0
56,56,56,7,2,3.655172413793103,3.0
57,57,57,2,3,2.5,2.0
58,58,58,1,2,4.333333333333334,4.0
59,59,59,2,2,2.0,1.0
60,60,60,13,2,2.8181818181818183,2.0
61,61,61,6,3,3.9130434782608696,3.0
62,62,62,4,4,3.8292682926829267,4.0
63,63,63,3,3,3.2222222222222223,3.0
64,64,64,7,3,2.7,2.0
65,65,65,1,3,2.0,1.0
66,66,66,3,3,4.0,4.0
67,67,67,5,3,4.344827586206897,4.0
68,68,68,4,3,3.75,5.0
69,69,69,3,1,3.625,4.0
70,70,70,5,1,3.65,4.0
71,71,71,6,1,4.553571428571429,5.0
72,72,72,1,1,2.0,1.0
73,73,73,2,1,4.375,5.0
74,74,74,5,1,3.9615384615384617,5.0
75,75,75,7,1,4.478260869565217,4.0
76,76,76,14,1,3.473684210526316,3.0
77,77,77,4,1,4.230769230769231,4.0
78,78,78,2,1,3.0,3.0
79,79,79,3,1,3.333333333333333,4.0
80,80,80,23,1,4.5,3.0
81,81,81,4,1,2.857142857142857,3.0
82,82,82,1,0,4.333333333333334,4.0
83,83,83,1,0,2.0,1.0
84,84,84,1,0,2.0,1.0
