Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,7,1.0,0.0
4,4,4,0,11,1.0,0.0
5,5,5,0,11,1.0,0.0
6,6,6,0,8,1.0,0.0
7,7,7,0,11,1.0,0.0
8,8,8,0,10,1.0,0.0
9,9,9,0,9,1.0,0.0
10,10,10,0,8,1.0,0.0
11,11,11,0,6,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,1,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,2,8,2.0,1.0
16,16,16,1,5,3.0,2.0
17,17,17,2,5,2.0,1.0
18,18,18,2,5,2.6666666666666665,2.0
19,19,19,2,4,2.0,1.0
20,20,20,3,4,2.0,1.0
21,21,21,2,9,2.0,1.0
22,22,22,2,9,2.6666666666666665,2.0
23,23,23,2,9,2.0,1.0
24,24,24,3,8,3.571428571428571,3.0
25,25,25,1,4,2.0,1.0
26,26,26,1,6,2.0,1.0
27,27,27,1,4,3.0,2.0
28,28,28,2,6,3.0,3.0
29,29,29,4,5,3.125,2.0
30,30,30,1,6,2.0,1.0
31,31,31,3,6,3.888888888888889,3.0
32,32,32,4,6,2.0,1.0
33,33,33,2,6,3.0,2.0
34,34,34,3,8,3.888888888888889,3.0
35,35,35,1,4,3.0,2.0
36,36,36,1,4,2.0,1.0
37,37,37,1,1,2.0,1.0
38,38,38,2,1,4.5,4.0
39,39,39,2,1,2.0,1.0
40,40,40,3,2,4.8,5.0
41,41,41,1,4,2.0,1.0
42,42,42,2,5,2.8,2.0
43,43,43,6,5,3.8823529411764706,4.0
44,44,44,4,5,2.0,1.0
45,45,45,13,2,2.909090909090909,1.0
46,46,46,2,3,5.222222222222222,6.0
47,47,47,8,3,3.6363636363636367,4.0
48,48,48,1,3,3.8,3.0
49,49,49,19,3,3.0882352941176467,1.0
50,50,50,5,3,4.2444444444444445,5.0
51,51,51,3,3,4.052631578947368,5.0
52,52,52,11,2,3.4210526315789473,3.0
53,53,53,6,2,3.4615384615384617,3.0
54,54,54,3,3,3.0,2.0
55,55,55,2,3,3.0,3.0
56,56,56,1,3,3.0,2.0
57,57,57,3,3,4.333333333333334,4.0
58,58,58,7,5,4.17741935483871,5.0
59,59,59,6,5,3.4615384615384617,3.0
60,60,60,1,5,4.571428571428571,4.0
61,61,61,1,5,2.0,1.0
62,62,62,3,5,4.052631578947368,5.0
63,63,63,5,5,2.0,1.0
64,64,64,13,4,4.1208791208791204,4.0
65,65,65,2,4,2.6666666666666665,2.0
66,66,66,12,4,3.84375,4.0
67,67,67,5,3,2.3333333333333335,1.0
68,68,68,12,3,3.3703703703703702,2.0
69,69,69,3,3,4.333333333333334,4.0
70,70,70,1,3,3.0,2.0
71,71,71,10,1,4.368421052631579,4.0
72,72,72,17,1,3.15625,2.0
73,73,73,5,1,4.428571428571429,5.0
74,74,74,1,2,4.0,3.0
75,75,75,4,2,4.3,4.0
76,76,76,2,2,4.5,4.0
77,77,77,17,0,4.185840707964601,4.0
78,78,78,9,0,3.6521739130434785,4.0
79,79,79,5,1,3.642857142857143,4.0
80,80,80,4,1,4.0,5.0
81,81,81,30,1,4.155778894472362,3.0
82,82,82,14,1,4.119565217391305,4.0
83,83,83,6,1,4.333333333333334,4.0
84,84,84,1,1,4.571428571428571,4.0
85,85,85,3,0,5.4375,5.0
86,86,86,11,0,3.6,4.0
87,87,87,6,0,4.48936170212766,3.0
