Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,5,1.0,0.0
4,4,4,0,5,1.0,0.0
5,5,5,0,5,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,6,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,6,1.0,0.0
10,10,10,0,8,1.0,0.0
11,11,11,0,8,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,7,1.0,0.0
16,16,16,0,9,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,1,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,1,5,2.0,1.0
22,22,22,3,3,2.3333333333333335,2.0
23,23,23,1,4,2.0,1.0
24,24,24,3,5,2.3333333333333335,2.0
25,25,25,1,4,2.0,1.0
26,26,26,2,5,2.0,1.0
27,27,27,2,5,2.0,1.0
28,28,28,1,6,2.0,1.0
29,29,29,2,4,3.0,3.0
30,30,30,3,7,2.0,1.0
31,31,31,2,5,3.0,3.0
32,32,32,2,5,2.0,1.0
33,33,33,3,4,2.0,1.0
34,34,34,5,6,2.7142857142857144,3.0
35,35,35,2,6,2.75,2.0
36,36,36,9,7,3.0625,4.0
37,37,37,2,7,3.8,4.0
38,38,38,2,7,3.0,3.0
39,39,39,2,8,2.5,2.0
40,40,40,1,8,2.0,1.0
41,41,41,6,7,3.857142857142857,4.0
42,42,42,2,7,2.0,1.0
43,43,43,9,7,3.6,4.0
44,44,44,2,9,2.0,1.0
45,45,45,7,9,2.6666666666666665,2.0
46,46,46,5,6,2.7142857142857144,2.0
47,47,47,3,6,2.8,3.0
48,48,48,6,6,2.75,2.0
49,49,49,10,5,3.688888888888889,3.0
50,50,50,2,5,2.0,1.0
51,51,51,3,5,3.9047619047619047,4.0
52,52,52,6,4,2.75,2.0
53,53,53,5,4,4.045454545454545,4.0
54,54,54,4,3,3.761904761904762,5.0
55,55,55,1,2,3.0,2.0
56,56,56,3,2,4.103448275862069,4.0
57,57,57,2,2,4.444444444444445,4.0
58,58,58,4,2,3.4444444444444446,4.0
59,59,59,3,2,3.428571428571429,4.0
60,60,60,2,3,2.6666666666666665,2.0
61,61,61,11,1,3.7727272727272725,4.0
62,62,62,1,2,3.0,2.0
63,63,63,26,2,4.135483870967741,3.0
64,64,64,14,2,3.708333333333333,4.0
65,65,65,13,1,3.8472222222222223,3.0
66,66,66,2,1,2.0,1.0
67,67,67,21,2,3.6,4.0
68,68,68,12,2,4.0361445783132535,3.0
69,69,69,1,1,2.0,1.0
70,70,70,5,1,2.7142857142857144,3.0
71,71,71,3,1,3.9047619047619047,4.0
72,72,72,2,1,4.066666666666666,5.0
73,73,73,13,1,3.8043478260869565,4.0
74,74,74,12,1,4.232876712328768,4.0
75,75,75,8,2,3.9302325581395348,3.0
76,76,76,5,2,3.7142857142857144,5.0
77,77,77,12,2,3.666666666666667,3.0
78,78,78,6,1,4.273809523809524,4.0
79,79,79,23,1,4.165562913907285,3.0
80,80,80,10,0,3.6944444444444446,5.0
81,81,81,3,0,3.9393939393939394,3.0
