trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,2,1.0,0.0,1.7058823529411764,0.0,1.0,1.7058823529411764,0.0
2,2,land plants,1,0,2,1.0,0.0,1.2083333333333333,0.0,1.0,1.2083333333333333,0.0
3,3,heterotrophic microbes,1,1,6,2.0,1.0,1.5263157894736843,0.0,2.0,1.5263157894736843,0.0
4,4,terrestrial fungi,1,2,5,2.5,1.0,1.8125,29.0,2.5,1.8125,29.0
5,5,terrestrial microbivores,1,3,3,2.5,2.0,3.2222222222222223,5.8,2.5,3.2222222222222223,5.8
6,6,terrestrial detritivores,1,1,5,2.0,1.0,3.2222222222222223,29.0,2.166666666666667,3.682539682539683,16.916666666666668
7,7,terrestrial detritivores,1,4,5,2.3333333333333335,2.0,4.142857142857143,4.833333333333333,2.166666666666667,3.682539682539683,16.916666666666668
8,8,mites,1,2,3,2.0,1.0,2.6363636363636362,14.5,2.4,3.1306818181818183,9.0625
9,9,mites,1,4,3,2.8,2.0,3.625,3.625,2.4,3.1306818181818183,9.0625
10,10,small terrestrial arthropod predators,1,2,5,3.0,2.0,4.142857142857143,3.625,3.323232323232323,4.142857142857143,2.2056878306878307
11,11,small terrestrial arthropod predators,1,6,3,3.333333333333333,2.0,4.142857142857143,1.6111111111111112,3.323232323232323,4.142857142857143,2.2056878306878307
12,12,small terrestrial arthropod predators,1,8,3,3.6363636363636367,2.0,4.142857142857143,1.380952380952381,3.323232323232323,4.142857142857143,2.2056878306878307
13,13,large terrestrial arthropod predators,1,3,2,3.888888888888889,4.0,7.25,0.7073170731707317,3.670997601432384,6.145238095238095,0.6647646966854284
14,14,large terrestrial arthropod predators,1,11,2,4.181818181818182,3.0,4.833333333333333,0.9666666666666667,3.670997601432384,6.145238095238095,0.6647646966854284
15,15,large terrestrial arthropod predators,1,1,3,2.0,1.0,4.142857142857143,0.0,3.670997601432384,6.145238095238095,0.6647646966854284
16,16,large terrestrial arthropod predators,1,4,2,4.153846153846153,3.0,7.25,0.7435897435897436,3.670997601432384,6.145238095238095,0.6647646966854284
17,17,large terrestrial arthropod predators,1,9,3,4.130434782608695,3.0,7.25,0.90625,3.670997601432384,6.145238095238095,0.6647646966854284
18,18,aquatic detritus,1,0,2,1.0,0.0,2.6363636363636362,0.0,1.0,2.6363636363636362,0.0
19,19,aquatic heterotroph microbes,1,2,2,2.0,1.0,3.2222222222222223,14.5,2.0,3.2222222222222223,14.5
20,20,planktonic algae,1,0,4,1.0,0.0,3.625,0.0,1.0,3.625,0.0
21,21,benthic algae,1,0,6,1.0,0.0,1.0,0.0,1.0,1.0,0.0
22,22,macrophytic algae,1,0,2,1.0,0.0,0.9666666666666667,0.0,1.0,0.9666666666666667,0.0
23,23,aquatic fungi,1,2,1,2.0,1.0,4.833333333333333,14.5,2.0,4.833333333333333,14.5
24,24,nematodes,1,5,3,2.25,1.0,2.4166666666666665,5.8,2.25,2.4166666666666665,5.8
25,25,swimming filter feeders,1,2,0,2.6666666666666665,2.0,0.0,7.25,2.6666666666666665,3.625,7.25
26,26,swimming filter feeders,1,2,2,2.6666666666666665,2.0,7.25,7.25,2.6666666666666665,3.625,7.25
27,27,swimming scrapers,1,1,1,3.0,2.0,9.666666666666666,5.8,3.0,9.666666666666666,5.8
28,28,arthropod omnivores,1,1,0,3.5,3.0,0.0,3.625,3.7,14.5,2.779166666666667
29,29,arthropod omnivores,1,5,1,3.9,3.0,29.0,1.9333333333333333,3.7,14.5,2.779166666666667
30,30,benthic predators,1,1,1,4.0,4.0,29.0,1.2608695652173914,4.0,29.0,1.2608695652173914
